pontoId,lat,lon,pathBTS1,pathBTS2,pathBTS3,pathBTS4,pathBTS5,pathBTS6,taBTS1,taBTS2,taBTS3,taBTS4,taBTS5,taBTS6
2169,-806.722,-34.896.782,117.223.333.333.333,108.523.333.333.333,105.923.333.333.333,927.233.333.333.333,115.29,97.99,0,1,2,1,1,0
1378,-807.021,-34.900.913,118.04,125.09,118.89,127.89,131.19,125.84,1,1,1,1,2,1
71,-8.077.293,-34.898.491,113.59,864.233.333.333.333,123.29,126.923.333.333.333,130.423.333.333.333,135.99,2,0,1,0,2,2
869,-8.072.671,-34.894.939,104.74,121.54,103.59,101.59,113.34,129.59,0,0,2,0,1,1
2066,-8.068.204,-34.899.822,110.39,106.156.666.666.667,119.59,101.156.666.666.667,126.823.333.333.333,98.79,1,1,2,1,2,1
582,-807.427,-34.900.341,114.64,115.69,91.19,113.99,135.24,140.54,1,1,1,1,2,2
299,-8.076.002,-3.489.444,113.79,111.19,130.39,104.79,124.19,140.323.333.333.333,1,0,2,0,2,2
131,-8.076.878,-34.899.548,128.156.666.666.667,109.723.333.333.333,119.223.333.333.333,135.856.666.666.667,135.623.333.333.333,140.99,2,1,1,1,2,2
2742,-8.063.576,-3.489.555,138.19,104.54,127.54,133.04,133.09,121.44,1,2,3,2,1,0
559,-80.744,-34.900.311,109.64,104.74,113.49,123.59,142.34,131.39,1,1,1,1,2,2
670,-8.073.764,-34.898.315,120.99,101.09,94.94,103.69,137.59,132.04,1,0,2,0,2,2
1263,-8.070.678,-34.892.811,106.19,122.523.333.333.333,122.79,103.29,109.456.666.666.667,105.323.333.333.333,0,1,3,1,1,1
475,-8.075.007,-34.900.158,119.59,119.423.333.333.333,122.09,130.99,137.69,139.923.333.333.333,2,1,1,1,2,2
1095,-8.071.661,-34.897.163,101.123.333.333.333,116.323.333.333.333,121.723.333.333.333,113.556.666.666.667,133.723.333.333.333,117.023.333.333.333,1,1,2,1,1,1
303,-8.075.981,-34.899.849,124.723.333.333.333,117.756.666.666.667,126.156.666.666.667,129.056.666.666.667,137.09,137.656.666.666.667,2,1,1,1,2,2
767,-8.073.116,-34.896.343,988.566.666.666.667,102.69,119.756.666.666.667,993.233.333.333.333,117.856.666.666.667,128.89,1,0,2,0,1,1
1883,-8.068.824,-34.889.622,131.656.666.666.667,129.723.333.333.333,133.79,113.89,100.656.666.666.667,132.923.333.333.333,0,1,3,1,0,1
1760,-806.916,-34.889.584,124.79,131.856.666.666.667,131.356.666.666.667,116.856.666.666.667,103.39,131.356.666.666.667,0,1,3,1,0,1
2582,-8.064.793,-3.489.418,137.456.666.666.667,109.856.666.666.667,130.123.333.333.333,131.39,115.456.666.666.667,113.523.333.333.333,0,2,3,2,0,0
2497,-8.065.487,-34.893.787,126.19,116.64,125.44,126.19,123.99,115.24,0,2,3,2,0,0
388,-8.075.513,-34.893.074,120.59,122.056.666.666.667,125.956.666.666.667,104.79,132.023.333.333.333,136.69,1,0,2,0,2,2
1250,-8.070.716,-34.892.654,98.34,129.89,121.19,106.89,108.39,111.39,0,1,3,1,1,1
1242,-8.070.737,-34.892.319,107.556.666.666.667,125.556.666.666.667,121.356.666.666.667,112.223.333.333.333,105.823.333.333.333,120.223.333.333.333,0,1,3,1,1,1
1958,-806.861,-34.896.439,106.69,118.79,111.74,106.49,125.84,111.29,0,1,2,1,1,0
636,-8.073.994,-34.899.212,119.956.666.666.667,106.256.666.666.667,929.233.333.333.333,111.19,133.19,136.323.333.333.333,1,1,1,1,2,2
2923,-80.607,-34.905.228,134.04,124.74,125.89,129.99,128.14,132.74,2,3,3,3,3,2
1849,-8.068.886,-34.896.069,103.09,116.656.666.666.667,112.19,101.056.666.666.667,122.456.666.666.667,120.59,0,1,2,1,1,0
1763,-8.069.149,-34.900.532,122.79,123.19,116.823.333.333.333,124.923.333.333.333,129.856.666.666.667,115.49,1,1,2,1,2,1
1912,-8.068.719,-34.897.778,99.74,111.69,112.04,104.79,126.64,107.79,1,1,2,1,1,1
1846,-80.689,-34.896.038,108.923.333.333.333,117.723.333.333.333,113.656.666.666.667,101.523.333.333.333,117.923.333.333.333,110.623.333.333.333,0,1,2,1,1,0
921,-8.072.541,-34.896.305,110.89,111.49,117.99,102.84,114.49,131.24,1,0,2,0,1,1
884,-8.072.622,-34.890.793,101.34,125.94,118.04,107.09,112.09,133.54,0,1,3,1,1,1
1149,-8.071.233,-34.892.025,107.823.333.333.333,127.19,130.923.333.333.333,107.09,897.233.333.333.333,138.556.666.666.667,0,1,3,1,1,1
1299,-8.070.557,-3.489.621,106.09,110.09,119.59,99.29,125.39,114.79,0,1,2,1,1,1
2930,-8.060.549,-34.905.396,137.14,135.69,127.24,127.49,135.14,132.89,2,3,3,3,3,2
2579,-806.484,-34.893.227,132.256.666.666.667,124.756.666.666.667,128.29,119.49,130.356.666.666.667,114.39,0,2,3,2,0,0
2591,-8.064.696,-34.885.094,105.29,136.423.333.333.333,130.223.333.333.333,114.756.666.666.667,131.69,134.656.666.666.667,1,2,5,2,0,1
2095,-806.803,-34.890.556,126.136.666.666.667,132.97,136.37,124.016.666.666.667,100.39,124.59,0,1,3,1,0,1
1130,-8.071.355,-34.900.795,120.556.666.666.667,122.756.666.666.667,112.99,117.79,132.39,122.923.333.333.333,1,1,1,1,2,1
525,-8.074.585,-34.890.205,106.123.333.333.333,121.89,128.39,958.566.666.666.667,126.69,146.923.333.333.333,1,0,3,0,1,2
1923,-8.068.697,-34.896.336,108.123.333.333.333,118.59,116.956.666.666.667,116.09,121.356.666.666.667,112.556.666.666.667,0,1,2,1,1,0
312,-8.075.934,-3.489.986,124.79,121.14,121.64,129.94,138.59,135.19,2,1,1,1,2,2
474,-8.075.028,-34.891.563,113.015,121.29,125.715,103.165,130.89,138.115,1,0,3,0,1,2
2834,-8.062.477,-34.901.443,125.79,128.34,135.19,118.49,131.49,130.79,2,3,3,3,2,1
1487,-8.069.879,-34.897.629,104.29,114.656.666.666.667,118.223.333.333.333,117.556.666.666.667,119.69,101.423.333.333.333,1,1,2,1,1,1
1233,-8.070.765,-34.892.612,102.056.666.666.667,122.723.333.333.333,125.756.666.666.667,109.156.666.666.667,107.723.333.333.333,106.823.333.333.333,0,1,3,1,1,1
1808,-8.069.018,-34.895.882,112.356.666.666.667,119.223.333.333.333,117.323.333.333.333,104.823.333.333.333,119.223.333.333.333,109.39,0,1,2,1,1,0
1135,-8.071.313,-34.892.048,107.49,126.49,128.465,105.865,89.84,133.565,0,1,3,1,1,1
895,-8.072.596,-34.891.182,101.09,128.59,120.89,113.623.333.333.333,109.19,132.923.333.333.333,0,0,3,0,1,1
439,-8.075.326,-34.900.059,123.99,114.04,120.24,134.49,140.19,135.14,2,1,1,1,2,2
394,-8.075.489,-34.893.013,111.123.333.333.333,118.49,125.89,102.79,127.89,130.79,1,0,3,0,2,2
1084,-8.071.762,-34.897.224,101.19,118.29,116.74,103.54,134.09,131.24,1,0,2,0,1,1
463,-807.513,-34.891.869,117.59,125.69,129.023.333.333.333,100.756.666.666.667,126.89,138.523.333.333.333,1,0,3,0,1,2
2514,-8.065.372,-34.889.526,138.256.666.666.667,128.39,137.356.666.666.667,130.856.666.666.667,107.656.666.666.667,129.823.333.333.333,0,2,4,2,0,1
2809,-8.062.839,-34.887.211,137.89,138.19,139.59,142.856.666.666.667,142.556.666.666.667,143.29,1,3,4,3,0,1
2612,-806.445,-34.894.356,132.923.333.333.333,117.756.666.666.667,127.923.333.333.333,136.09,122.956.666.666.667,116.223.333.333.333,0,2,3,2,1,0
1989,-8.068.568,-34.896.793,104.423.333.333.333,122.29,114.69,113.69,117.69,112.023.333.333.333,0,1,2,1,1,0
150,-807.672,-34.899.605,125.24,107.69,127.79,134.49,131.74,138.44,2,1,1,1,2,2
1325,-807.046,-34.896.576,96.74,115.69,116.84,105.34,124.59,121.49,0,1,2,1,1,1
1838,-8.068.915,-34.896.034,111.656.666.666.667,115.323.333.333.333,112.023.333.333.333,106.156.666.666.667,125.623.333.333.333,109.29,0,1,2,1,1,0
1449,-8.069.966,-34.894.264,111.856.666.666.667,123.656.666.666.667,123.256.666.666.667,121.823.333.333.333,117.99,100.89,0,1,3,1,1,1
2139,-8.067.629,-34.896.717,114.19,107.256.666.666.667,107.423.333.333.333,913.566.666.666.667,122.423.333.333.333,108.456.666.666.667,0,1,2,1,1,0
2354,-8.066.019,-34.896.519,119.623.333.333.333,114.39,128.19,116.256.666.666.667,121.456.666.666.667,104.923.333.333.333,0,2,3,2,1,0
2360,-8.065.982,-34.896.923,120.256.666.666.667,113.723.333.333.333,118.423.333.333.333,102.256.666.666.667,125.156.666.666.667,96.59,0,2,3,2,1,0
1482,-8.069.888,-34.897.655,102.49,113.69,117.94,109.64,125.69,101.79,1,1,2,1,1,1
1640,-8.069.473,-34.890.972,109.115,133.715,127.115,115.065,102.24,124.34,0,1,3,1,0,1
2442,-8.065.791,-34.893.631,NA,120.94,125.64,125.29,120.74,115.84,0,2,3,2,0,0
2302,-8.066.446,-34.895.512,110.79,119.04,123.89,122.34,127.49,103.24,0,1,3,1,1,0
845,-8.072.791,-34.896.408,107.89,104.94,118.44,95.54,128.59,116.34,1,0,2,0,1,1
2725,-8.063.645,-34.886.196,123.69,143.423.333.333.333,140.89,138.423.333.333.333,142.423.333.333.333,149.59,1,3,5,3,0,1
2279,-8.066.631,-34.895.241,123.49,108.223.333.333.333,120.123.333.333.333,123.756.666.666.667,126.29,903.233.333.333.333,0,1,3,1,1,0
1620,-8.069.521,-34.900.684,120.44,133.49,122.99,129.49,128.99,119.69,1,1,2,1,2,1
2114,-8.067.917,-34.892.326,128.756.666.666.667,115.69,128.223.333.333.333,101.69,115.723.333.333.333,109.623.333.333.333,0,1,3,1,0,0
2600,-8.064.588,-34.894.279,132.856.666.666.667,115.19,129.29,132.023.333.333.333,124.923.333.333.333,112.39,0,2,3,2,1,0
589,-8.074.245,-34.900.276,116.89,110.64,92.19,114.69,137.39,136.39,1,1,1,1,2,2
1970,-8.068.587,-34.897.018,112.923.333.333.333,114.423.333.333.333,116.423.333.333.333,103.69,122.923.333.333.333,110.823.333.333.333,0,1,2,1,1,0
1884,-8.068.819,-34.888.874,121.49,136.423.333.333.333,128.19,122.723.333.333.333,107.256.666.666.667,120.323.333.333.333,0,1,4,1,0,1
496,-8.074.807,-34.890.854,123.99,121.956.666.666.667,132.323.333.333.333,96.49,133.456.666.666.667,146.59,1,0,3,0,1,2
1146,-8.071.243,-3.490.081,127.24,120.54,120.79,128.84,132.34,128.44,1,1,1,1,2,1
1011,-8.072.261,-34.892.288,108.723.333.333.333,125.256.666.666.667,127.356.666.666.667,981.233.333.333.333,935.233.333.333.333,128.756.666.666.667,0,0,3,0,1,1
1416,-807.006,-3.489.397,100.856.666.666.667,127.49,123.056.666.666.667,104.456.666.666.667,104.956.666.666.667,112.923.333.333.333,0,1,3,1,1,1
102,-8.077.082,-34.899.487,121.49,108.89,115.556.666.666.667,134.023.333.333.333,134.256.666.666.667,138.023.333.333.333,2,1,1,1,3,2
632,-8.074.019,-34.890.366,95.09,137.09,129.39,118.865,121.04,127.365,1,0,3,0,1,2
1644,-8.069.458,-34.895.111,107.94,125.89,116.54,117.14,121.34,109.14,0,1,2,1,1,0
1190,-8.070.949,-34.900.845,127.09,123.69,119.59,120.29,137.023.333.333.333,127.956.666.666.667,1,1,1,1,2,1
1832,-8.068.935,-3.488.961,123.615,133.69,134.94,113.115,103.665,135.49,0,1,3,1,0,1
239,-8.076.324,-34.899.754,127.723.333.333.333,117.19,126.623.333.333.333,131.156.666.666.667,137.656.666.666.667,145.256.666.666.667,2,1,1,1,2,2
110,-8.077.023,-34.897.827,116.623.333.333.333,865.566.666.666.667,127.023.333.333.333,121.49,129.756.666.666.667,135.623.333.333.333,2,0,2,0,2,2
1216,-8.070.807,-3.489.249,104.556.666.666.667,123.356.666.666.667,121.923.333.333.333,109.123.333.333.333,104.49,119.323.333.333.333,0,1,3,1,1,1
2650,-8.064.065,-34.897.079,131.623.333.333.333,108.323.333.333.333,124.123.333.333.333,109.923.333.333.333,126.523.333.333.333,111.223.333.333.333,1,2,3,2,1,0
344,-8.075.765,-34.893.829,121.756.666.666.667,128.923.333.333.333,130.49,113.156.666.666.667,128.023.333.333.333,133.756.666.666.667,1,0,2,0,2,2
252,-8.076.257,-34.895.248,126.956.666.666.667,103.223.333.333.333,132.19,119.356.666.666.667,129.356.666.666.667,139.09,1,0,2,0,2,2
1422,-8.070.037,-34.890.018,101.315,139.99,130.99,117.465,111.49,126.74,0,1,3,1,0,1
1667,-8.069.393,-34.889.519,126.14,134.39,131.715,115.815,101.415,130.94,0,1,3,1,0,1
1287,-8.070.598,-34.892.933,97.04,124.89,117.89,107.24,115.14,109.19,0,1,3,1,1,1
698,-8.073.535,-34.900.536,126.89,122.623.333.333.333,120.29,126.99,146.156.666.666.667,138.723.333.333.333,1,1,1,1,2,2
900,-8.072.582,-34.891.403,985.566.666.666.667,128.156.666.666.667,116.79,110.89,105.556.666.666.667,129.623.333.333.333,0,0,3,0,1,1
1371,-8.070.262,-34.890.694,115.29,110.69,117.64,100.49,84.44,129.64,0,1,3,1,0,1
1495,-8.069.849,-34.895.947,917.233.333.333.333,123.556.666.666.667,113.856.666.666.667,109.69,125.356.666.666.667,119.49,0,1,2,1,1,1
1255,-8.070.699,-34.892.128,107.856.666.666.667,130.423.333.333.333,120.756.666.666.667,115.79,105.956.666.666.667,126.256.666.666.667,0,1,3,1,1,1
777,-8.073.061,-34.896.591,956.233.333.333.333,105.823.333.333.333,118.29,991.233.333.333.333,124.623.333.333.333,115.79,1,0,2,0,2,1
2543,-8.065.092,-34.894.001,128.056.666.666.667,119.023.333.333.333,125.29,128.456.666.666.667,115.323.333.333.333,113.556.666.666.667,0,2,3,2,0,0
2207,-8.067.021,-34.892.536,134.023.333.333.333,125.123.333.333.333,130.99,119.956.666.666.667,115.556.666.666.667,109.356.666.666.667,0,1,3,1,0,0
243,-8.076.298,-34.895.329,120.19,108.99,131.09,113.69,130.04,138.69,1,0,2,0,2,2
10,-807.754,-34.899.231,120.19,81.89,117.823.333.333.333,124.29,128.69,137.956.666.666.667,2,0,1,0,3,2
2875,-8.062.078,-34.901.878,129.99,125.39,131.323.333.333.333,130.256.666.666.667,125.49,124.423.333.333.333,2,3,3,3,2,1
2257,-8.066.763,-34.894.886,118.423.333.333.333,122.323.333.333.333,124.623.333.333.333,123.656.666.666.667,123.19,94.99,0,1,3,1,1,0
1271,-8.070.657,-34.896.835,929.566.666.666.667,114.69,117.056.666.666.667,109.623.333.333.333,127.656.666.666.667,119.756.666.666.667,0,1,2,1,1,1
424,-8.075.422,-34.896.282,124.723.333.333.333,117.256.666.666.667,134.656.666.666.667,114.423.333.333.333,128.023.333.333.333,140.673.333.333.333,1,0,2,0,2,2
2266,-8.066.717,-3.489.497,114.24,126.84,127.94,119.49,121.89,110.79,0,1,3,1,1,0
1982,-8.068.572,-34.896.832,107.523.333.333.333,123.923.333.333.333,121.89,121.123.333.333.333,122.39,112.656.666.666.667,0,1,2,1,1,0
1436,-8.070.002,-34.894.081,106.54,123.99,122.64,105.34,107.94,109.79,0,1,3,1,1,1
833,-807.284,-34.896.652,103.923.333.333.333,108.49,119.456.666.666.667,96.69,121.19,123.023.333.333.333,1,0,2,0,2,1
1020,-8.072.196,-34.900.696,116.99,112.04,119.99,105.19,138.14,130.54,1,1,1,1,2,1
276,-8.076.143,-34.894.867,115.84,111.115,124.74,104.565,127.19,136.59,1,0,2,0,2,2
2314,-806.635,-34.896.816,128.123.333.333.333,99.79,122.156.666.666.667,112.856.666.666.667,124.79,916.233.333.333.333,0,1,3,1,1,0
1915,-8.068.712,-34.889.622,123.856.666.666.667,131.59,134.556.666.666.667,116.79,103.39,128.623.333.333.333,0,1,3,1,0,1
902,-8.072.577,-34.891.518,94.29,127.79,124.84,108.49,107.59,128.99,0,0,3,0,1,1
1600,-806.957,-34.890.755,109.523.333.333.333,128.923.333.333.333,119.923.333.333.333,592.839.136.337.523,107.89,115.156.666.666.667,0,1,3,1,0,1
1599,-8.069.571,-34.894.955,101.19,122.99,117.14,108.04,117.24,110.29,0,1,2,1,1,1
2615,-8.064.404,-3.489.706,123.84,99.49,121.14,109.94,127.14,109.79,1,2,3,2,1,0
1004,-8.072.309,-34.900.696,121.89,113.99,116.856.666.666.667,110.023.333.333.333,136.223.333.333.333,125.123.333.333.333,1,1,1,1,2,1
795,-8.072.943,-34.900.623,117.99,119.14,126.89,120.19,142.54,128.44,1,1,1,1,2,2
2824,-8.062.677,-34.887.405,134.99,139.84,138.34,135.09,137.39,146.24,1,3,4,3,0,1
1734,-8.069.232,-34.895.607,108.29,117.815,119.565,106.715,111.815,117.665,0,1,2,1,1,0
1295,-807.058,-34.896.698,106.156.666.666.667,116.656.666.666.667,117.856.666.666.667,100.39,131.456.666.666.667,120.656.666.666.667,0,1,2,1,1,1
1999,-8.068.554,-34.898.762,116.69,106.04,116.44,99.74,124.79,109.14,1,1,2,1,1,1
1685,-8.069.346,-34.891.273,104.723.333.333.333,139.256.666.666.667,129.356.666.666.667,121.323.333.333.333,106.59,129.023.333.333.333,0,1,3,1,0,1
2743,-8.063.569,-34.895.435,135.19,106.09,127.156.666.666.667,133.456.666.666.667,131.556.666.666.667,126.156.666.666.667,1,2,3,2,1,0
1079,-8.071.795,-3.489.513,106.056.666.666.667,110.323.333.333.333,105.49,945.566.666.666.667,116.023.333.333.333,119.756.666.666.667,0,0,2,0,1,1
2510,-8.065.392,-34.897.007,119.19,936.233.333.333.333,119.223.333.333.333,102.556.666.666.667,124.09,97.39,1,2,3,2,1,0
62,-8.077.341,-34.898.758,118.015,80.44,121.54,120.39,125.34,136.89,2,0,1,0,2,2
369,-8.075.608,-34.899.971,125.356.666.666.667,111.823.333.333.333,127.79,128.056.666.666.667,135.656.666.666.667,142.456.666.666.667,2,1,1,1,2,2
281,-8.076.109,-34.896.084,120.99,111.723.333.333.333,136.023.333.333.333,125.123.333.333.333,131.356.666.666.667,139.856.666.666.667,1,0,2,0,2,2
60,-8.077.349,-34.898.785,124.69,794.233.333.333.333,123.39,120.756.666.666.667,129.123.333.333.333,135.423.333.333.333,2,0,1,0,2,2
2914,-806.085,-34.905.071,135.156.666.666.667,122.99,130.19,132.69,134.356.666.666.667,131.556.666.666.667,2,3,3,3,3,2
214,-8.076.403,-34.895.988,122.09,106.556.666.666.667,131.923.333.333.333,122.69,128.59,140.456.666.666.667,1,0,2,0,2,2
1144,-807.126,-34.890.694,98.69,115.623.333.333.333,119.656.666.666.667,96.19,989.566.666.666.667,122.623.333.333.333,0,1,3,1,1,1
750,-8.073.191,-34.896.545,108.123.333.333.333,110.856.666.666.667,118.456.666.666.667,102.223.333.333.333,123.49,126.156.666.666.667,1,0,2,0,2,1
2,-807.757,-34.899.296,123.065,104.54,120.965,137.14,135.14,139.015,2,0,1,0,3,2
1215,-8.070.808,-34.891.762,103.956.666.666.667,122.323.333.333.333,128.49,972.566.666.666.667,107.29,133.656.666.666.667,0,1,3,1,1,1
1469,-8.069.919,-3.489.426,109.256.666.666.667,126.723.333.333.333,115.99,115.423.333.333.333,106.09,116.623.333.333.333,0,1,3,1,1,1
2477,-8.065.628,-34.892.662,137.623.333.333.333,124.09,123.356.666.666.667,128.623.333.333.333,115.823.333.333.333,116.69,0,2,3,2,0,0
2258,-8.066.759,-3.489.653,110.456.666.666.667,110.056.666.666.667,124.456.666.666.667,114.523.333.333.333,124.356.666.666.667,885.566.666.666.667,0,1,3,1,1,0
907,-8.072.565,-34.896.191,106.423.333.333.333,104.99,115.523.333.333.333,986.233.333.333.333,119.39,128.09,1,0,2,0,1,1
1252,-8.070.709,-34.892.834,101.19,121.756.666.666.667,121.09,108.79,108.09,108.156.666.666.667,0,1,3,1,1,1
1776,-8.069.124,-34.891.346,120.79,134.79,129.69,119.023.333.333.333,933.233.333.333.333,127.256.666.666.667,0,1,3,1,0,1
1965,-8.068.598,-34.889.526,124.956.666.666.667,131.49,134.09,111.523.333.333.333,107.19,128.456.666.666.667,0,1,4,1,0,1
835,-8.072.835,-34.895.935,111.056.666.666.667,113.823.333.333.333,122.89,106.89,121.623.333.333.333,126.523.333.333.333,1,0,2,0,1,1
687,-8.073.642,-34.897.903,111.64,103.79,88.34,97.64,131.39,135.64,1,0,2,0,2,1
469,-8.075.068,-34.891.682,117.156.666.666.667,124.323.333.333.333,127.99,97.89,125.09,135.89,1,0,3,0,1,2
1277,-8.070.637,-34.891.819,104.09,128.79,119.74,108.44,101.59,133.89,0,1,3,1,1,1
1223,-8.070.798,-34.892.181,103.323.333.333.333,126.056.666.666.667,121.823.333.333.333,107.023.333.333.333,995.566.666.666.667,116.523.333.333.333,0,1,3,1,1,1
1463,-8.069.942,-34.890.179,105.656.666.666.667,140.623.333.333.333,126.456.666.666.667,683.059.508.591.249,113.89,128.79,0,1,3,1,0,1
1506,-8.069.822,-34.894.421,104.523.333.333.333,125.623.333.333.333,122.823.333.333.333,110.39,113.59,108.056.666.666.667,0,1,3,1,1,1
1014,-8.072.241,-34.900.692,109.523.333.333.333,106.456.666.666.667,117.69,109.756.666.666.667,135.19,127.09,1,1,1,1,2,1
944,-8.072.493,-34.896.759,107.215,100.14,114.99,93.54,119.59,132.415,1,0,2,0,1,1
348,-807.575,-3.489.362,116.09,122.49,127.156.666.666.667,108.523.333.333.333,126.49,134.19,1,0,2,0,2,2
2413,-8.065.808,-34.890.656,135.756.666.666.667,136.89,136.623.333.333.333,130.723.333.333.333,119.223.333.333.333,121.19,0,2,4,2,0,0
2290,-8.066.569,-34.896.854,117.09,108.456.666.666.667,111.556.666.666.667,963.233.333.333.333,118.156.666.666.667,932.233.333.333.333,0,1,2,1,1,0
2012,-8.068.497,-34.897.324,101.79,119.69,117.54,111.64,123.54,108.39,0,1,2,1,1,0
719,-8.073.301,-34.894.028,91.79,108.09,106.59,95.49,113.74,109.69,1,0,2,0,1,1
1751,-8.069.187,-34.895.657,106.923.333.333.333,123.956.666.666.667,126.823.333.333.333,111.49,113.756.666.666.667,108.556.666.666.667,0,1,2,1,1,0
1805,-8.069.023,-34.895.912,102.623.333.333.333,116.323.333.333.333,118.09,110.09,115.523.333.333.333,113.156.666.666.667,0,1,2,1,1,0
1615,-8.069.531,-34.890.915,108.49,134.556.666.666.667,124.756.666.666.667,114.223.333.333.333,108.09,118.656.666.666.667,0,1,3,1,0,1
2633,-8.064.231,-34.894.482,138.19,108.49,124.69,135.356.666.666.667,123.623.333.333.333,115.823.333.333.333,0,2,3,2,1,0
1872,-8.068.839,-34.888.863,121.34,134.24,129.14,124.215,109.065,128.765,0,1,4,1,0,1
1993,-8.068.563,-34.889.477,118.423.333.333.333,132.59,135.523.333.333.333,119.49,105.023.333.333.333,128.456.666.666.667,0,1,4,1,0,1
608,-8.074.171,-34.900.002,122.09,106.89,892.566.666.666.667,119.056.666.666.667,134.456.666.666.667,138.29,1,1,1,1,2,2
1979,-8.068.577,-34.889.503,121.69,134.256.666.666.667,134.456.666.666.667,118.79,109.09,133.69,0,1,4,1,0,1
2948,-8.059.394,-34.906.731,138.39,127.99,134.09,132.49,140.89,139.856.666.666.667,3,4,3,4,3,2
1636,-8.069.479,-34.895.813,98.94,127.19,120.29,108.39,113.99,121.64,0,1,2,1,1,1
2627,-8.064.286,-34.897.068,128.59,103.656.666.666.667,123.223.333.333.333,104.923.333.333.333,124.49,112.49,1,2,3,2,1,0
184,-8.076.467,-34.896.065,123.19,95.965,126.815,115.865,128.965,141.065,1,0,2,0,2,2
1400,-8.070.116,-34.893.864,103.823.333.333.333,118.49,121.323.333.333.333,103.19,104.19,109.79,0,1,3,1,1,1
2115,-8.067.906,-34.896.679,115.19,105.89,103.44,90.34,118.99,96.14,0,1,2,1,1,0
1106,-8.071.558,-34.890.694,110.84,122.19,120.69,112.79,99.79,129.49,0,1,3,1,1,1
2363,-8.065.964,-348.885,125.656.666.666.667,137.956.666.666.667,135.956.666.666.667,125.523.333.333.333,109.456.666.666.667,138.156.666.666.667,0,2,4,2,0,1
1208,-8.070.835,-34.896.824,90.89,116.14,120.39,104.24,124.69,119.54,0,1,2,1,1,1
1925,-8.068.691,-3.489.735,112.09,111.49,122.856.666.666.667,108.256.666.666.667,129.923.333.333.333,103.39,0,1,2,1,1,0
2532,-8.065.207,-34.886.093,121.023.333.333.333,128.79,133.89,128.056.666.666.667,122.723.333.333.333,135.023.333.333.333,1,2,4,2,0,1
1333,-8.070.435,-34.893.269,105.09,121.09,123.656.666.666.667,114.856.666.666.667,113.19,103.156.666.666.667,0,1,3,1,1,1
1309,-8.070.524,-34.896.961,96.74,118.84,117.49,101.24,125.69,113.04,0,1,2,1,1,1
1924,-8.068.697,-3.489.629,109.59,122.523.333.333.333,118.99,105.123.333.333.333,119.89,109.523.333.333.333,0,1,2,1,1,0
1457,-8.069.948,-34.897.308,985.566.666.666.667,117.923.333.333.333,119.456.666.666.667,106.823.333.333.333,119.423.333.333.333,103.59,0,1,2,1,1,1
2076,-8.068.144,-3.489.204,116.856.666.666.667,128.49,125.29,114.89,115.89,120.256.666.666.667,0,1,3,1,0,0
144,-8.076.776,-34.896.996,120.39,891.566.666.666.667,127.29,120.556.666.666.667,130.856.666.666.667,139.19,1,0,2,0,2,2
353,-8.075.722,-34.893.696,112.023.333.333.333,118.556.666.666.667,122.89,105.19,120.523.333.333.333,136.956.666.666.667,1,0,2,0,2,2
471,-8.075.047,-34.891.609,112.656.666.666.667,125.056.666.666.667,132.723.333.333.333,982.566.666.666.667,131.29,136.49,1,0,3,0,1,2
1097,-8.071.635,-34.891.956,102.89,113.256.666.666.667,128.09,909.566.666.666.667,115.256.666.666.667,135.39,0,1,3,1,1,1
2429,-8.065.796,-34.890.633,139.29,135.823.333.333.333,138.423.333.333.333,127.956.666.666.667,122.623.333.333.333,120.423.333.333.333,0,2,4,2,0,0
269,-8.076.176,-34.894.966,116.323.333.333.333,110.023.333.333.333,127.156.666.666.667,104.256.666.666.667,127.956.666.666.667,137.356.666.666.667,1,0,2,0,2,2
2594,-8.064.677,-34.894.238,133.89,118.856.666.666.667,130.19,132.29,121.656.666.666.667,119.59,0,2,3,2,0,0
478,-8.074.992,-34.891.445,119.54,128.24,128.04,99.99,122.04,145.64,1,0,3,0,1,2
1081,-8.071.783,-34.891.991,102.89,117.123.333.333.333,123.89,101.29,115.39,128.89,0,0,3,0,1,1
218,-8.076.395,-34.895.554,113.64,94.815,132.515,112.065,127.065,135.215,1,0,2,0,2,2
1622,-806.952,-34.895.069,106.056.666.666.667,129.69,119.123.333.333.333,112.756.666.666.667,114.056.666.666.667,116.223.333.333.333,0,1,2,1,1,1
1508,-8.069.818,-34.900.791,128.59,127.29,114.84,127.74,135.09,124.74,1,1,1,1,2,1
1032,-8.072.118,-34.892.258,111.723.333.333.333,121.623.333.333.333,125.623.333.333.333,102.79,897.566.666.666.667,132.59,0,0,3,0,1,1
818,-8.072.897,-34.895.874,103.14,122.04,117.94,107.34,117.54,127.99,1,0,2,0,1,1
915,-8.072.551,-34.896.309,102.39,114.94,122.29,106.64,114.94,125.04,1,0,2,0,1,1
1247,-8.070.724,-34.892.712,108.34,122.04,120.34,110.79,110.89,114.64,0,1,3,1,1,1
2171,-8.067.201,-3.489.677,115.965,105.215,105.84,92.04,118.065,97.215,0,1,2,1,1,0
2603,-8.064.565,-34.897.106,127.39,100.79,122.94,94.24,126.44,111.19,1,2,3,2,1,0
2193,-80.671,-34.894.257,127.59,122.123.333.333.333,126.156.666.666.667,124.056.666.666.667,126.823.333.333.333,924.566.666.666.667,0,1,3,1,0,0
1723,-8.069.248,-34.891.338,124.69,132.623.333.333.333,129.09,115.89,100.156.666.666.667,132.823.333.333.333,0,1,3,1,0,1
